Player,Tm,Pos,NUM GAMES,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS_40,YEAR
Armintie Herrington,ATL,G,28,838,11.9,0.497,0,0.395,5.7,6.4,12.6,3.9,0.3,21,12.8,0.4,1.5,1.8,0.088,2013
Sugar Rodgers,MIN,G,28,212,10.2,0.412,0.533,0.117,6.4,11,9.1,3.7,3.4,16,16,-0.1,0.5,0.4,0.082,2013
Brittney Griner,PHO,C,27,699,22.4,0.591,0,0.348,6.7,14.2,7.7,0.9,8.6,14,21.8,2,1.1,3.1,0.175,2013
Rachel Jarry,MIN,F,27,184,7.6,0.563,0.278,0.25,4.7,6,8.2,1.4,1.8,24.5,13,0.1,0.2,0.3,0.07,2013
Lynetta Kizer,PHO,F,27,266,7,0.472,0.014,0.203,10,12.4,3.7,2.1,1.4,21.8,16.4,-0.2,0.2,0,0.007,2013
Riquna Williams,TUL,G,27,612,23.4,0.53,0.337,0.314,2.6,6.2,18.6,2.3,0.9,9.1,32.3,2.5,0.3,2.8,0.181,2013
Courtney Clements,ATL,G,26,244,0.2,0.278,0.394,0.121,5,5.6,5.1,0.8,0.6,6.3,19.7,-0.8,0.2,-0.6,-0.098,2013
DeLisha Milton-Jones,TOT,F,26,622,11.8,0.455,0.117,0.296,6.5,10.1,14.5,1.6,1.3,15.3,20,0.1,0.3,0.4,0.028,2013
Sasha Goodlett,IND,C,25,187,7,0.392,0,0.132,9.8,13.2,4,0.6,0.9,15.1,16.6,-0.2,0.2,0,-0.002,2013
Danielle Robinson,SAS,G,25,812,16.6,0.489,0.023,0.247,2.5,5.6,38.7,2.2,0.4,18.2,19.7,1.3,0.2,1.5,0.072,2013
Kelly Faris,CON,G,24,338,6.1,0.472,0.51,0.184,3.9,8.8,7.5,1.1,1.1,22.1,9,0,0.2,0.2,0.025,2013
Tiffany Hayes,ATL,G,23,513,18,0.535,0.31,0.518,4.3,9.5,13.3,2.7,0.4,14.2,23.7,1.2,0.9,2.1,0.167,2013
Renee Montgomery,CON,G,23,625,11.1,0.487,0.495,0.176,1.2,3.7,20.4,1.5,0.1,19,21,0.1,0.2,0.3,0.017,2013
Lindsey Moore,MIN,G,23,130,5.2,0.336,0.387,0.129,0,5.8,24.6,1.2,0,26.8,15.6,-0.3,0.1,-0.1,-0.046,2013
Courtney Paris,TUL,C,23,276,17.5,0.473,0.011,0.101,16.8,20.5,7.8,1.3,4.6,11.4,17.2,0.5,0.3,0.9,0.125,2013
Cathrine Kraayeveld,SAS,F,22,285,6.3,0.405,0.727,0.073,3.4,8.6,6.8,1.7,1.1,15,10.6,-0.2,0.1,-0.1,-0.008,2013
Tan White,CON,G,22,549,7.9,0.38,0.298,0.106,3.4,6.2,15,3.2,0.8,16.3,25.9,-1.7,0.6,-1.1,-0.077,2013
Jasmine Hassell,TOT,F,22,162,2.6,0.312,0.021,0.362,7.1,7.2,9,1.4,0.5,11.4,17.8,-0.4,0.1,-0.3,-0.067,2013
Avery Warley-Talbert,TOT,C,22,215,10.3,0.463,0,0.244,13.3,18.1,1.5,2,2.4,19.5,11.7,0.1,0.4,0.5,0.095,2013
Allison Hightower,CON,G,21,672,14.6,0.492,0.259,0.157,1.5,5.4,17.9,1.9,0.8,10.2,20.1,1,0.4,1.5,0.089,2013
Ashley Robinson,SEA,C,21,200,1.3,0.479,0,0.345,7.1,9.4,6.2,0.3,3.3,40.8,13.5,-0.5,0.1,-0.4,-0.084,2013
Liz Cambage,TUL,C,20,499,29.8,0.643,0,0.778,11.4,19.9,9.9,1.1,7.7,19.6,28.5,2.3,0.8,3.2,0.253,2013
Tiffany Jackson-Jones,TUL,F,19,393,9.7,0.435,0,0.31,10.7,13.1,5.8,3.4,0.8,22.1,14.1,-0.2,0.4,0.2,0.022,2013
Sharnee' Zoll,CHI,G,19,184,2,0.27,0.214,0.286,0,4.3,26.6,0.8,0,33.7,11.5,-0.5,0.1,-0.3,-0.072,2013
Erin Phillips,IND,G,18,383,11.3,0.509,0.49,0.163,1.2,3.1,14.1,2.2,0.2,11.8,14.6,0.6,0.3,0.9,0.095,2013
Farhiya Abdi,LAS,F,17,122,8.5,0.429,0,0.308,4.1,5.8,11.2,0.8,0.6,8.3,17.9,0.1,0.1,0.2,0.055,2013
Jasmine James,PHO,G,16,190,9.3,0.396,0.148,0.333,3.3,7,23.5,3.8,0.4,23.5,19.3,-0.3,0.2,-0.1,-0.03,2013
Ruth Riley,ATL,C,16,121,0.4,0.416,0.263,0.316,2.8,5.6,3.6,1.3,2.5,27,10.6,-0.2,0.1,-0.1,-0.017,2013
Carolyn Swords,CHI,C,16,181,16.8,0.642,0,0.214,10.2,12.9,9.8,2.3,4.8,23.3,14.8,0.4,0.4,0.8,0.18,2013
Sydney Carter,CON,G,15,259,7.1,0.451,0.317,0.333,2.1,4.8,17.2,1.4,1.1,26.7,16.1,-0.3,0.1,-0.2,-0.036,2013
Nakia Sanford,SEA,C-F,15,153,2.4,0.367,0,0.593,10.2,12.7,9.1,0.4,2.2,26.1,14.4,-0.3,0.1,-0.2,-0.053,2013
Jeanette Pohlen-Mavunga,IND,G,13,191,7.7,0.504,0.632,0.158,3.6,8.1,3.7,1.7,0.4,19.7,12.4,0,0.2,0.2,0.046,2013
Samantha Prahalis,TOT,G,11,109,1.6,0.348,0.2,0.08,1.2,5.3,24.2,1.9,0.7,33.4,16.2,-0.4,0,-0.3,-0.119,2013
Penny Taylor,PHO,F,10,161,25.8,0.647,0.358,0.509,4.7,7.6,18.6,2.5,0.5,8.5,20,1,0.1,1.1,0.283,2013
Kara Lawson,CON,G,9,271,18.5,0.568,0.466,0.136,3.2,6.8,27,1,0.3,16.8,21.6,0.8,0.1,0.9,0.133,2013
Anne Marie Armstrong,ATL,G-F,9,25,10.6,0.75,1,0,4.4,9,0,2,0,20,8.6,0,0,0.1,0.128,2013
Chelsea Poppens,SAS,F,8,63,6.4,0.418,0,0.444,15.5,15.8,2.6,0.8,0,15.7,9.2,0,0,0,0.026,2013
Quanitra Hollingsworth,WAS,C,7,42,14.8,0.558,0,0.444,5.6,13.7,8.5,2.5,3.7,8.5,12.4,0.1,0.1,0.2,0.181,2013
Ashley Walker,CON,F-C,7,55,9.9,0.373,0.471,0.059,17.9,16.3,6.1,1.9,4,25.6,19,-0.1,0.1,-0.1,-0.045,2013
Cierra Bravard,SEA,F,6,27,-4.4,0.5,0.667,0,14.4,12,0,2,3.1,50,10.7,-0.1,0,0,-0.048,2013
Sancho Lyttle,ATL,F,6,180,24.4,0.561,0.071,0.214,8.6,16,15.9,3.9,3.3,14.5,21.5,0.5,0.5,1,0.227,2013
Erin Thorn,IND,G,6,67,-0.1,0.272,0.5,0.167,0,2.8,10,1.7,1.3,28,12.5,-0.2,0,-0.2,-0.119,2013
Joslyn Tinkle,SEA,F,6,11,-6.7,0,0.667,0,11.8,17.6,0,0,0,0,13.1,-0.1,0,-0.1,-0.235,2013
Essence Carson,NYL,F-G,4,118,19.4,0.617,0.075,0.35,3.8,10.4,12.4,0.9,1.3,17.8,21.3,0.3,0.1,0.4,0.145,2013
Katie Douglas,IND,G-F,4,143,15.2,0.51,0.5,0.204,4,4.7,8.7,2.7,1.2,15.8,22.9,0.1,0.1,0.3,0.08,2013
Chelsea Hopkins,SAS,G,4,58,0.7,0.16,0.235,0.235,3.7,8.1,26.2,2.7,0,21,18.6,-0.3,0,-0.3,-0.218,2013
Natasha Lacy,CON,G,3,50,4.8,0.181,0.056,0.167,6.6,16.9,18.6,4.2,0,17.2,20.8,-0.3,0.1,-0.2,-0.16,2013
Julie Wojta,SAS,G-F,3,25,17.7,0.904,0,1.5,8.7,14,6.7,6.4,0,47.5,11.5,0,0.1,0.1,0.108,2013
Chucky Jeffery,NYL,G,2,6,25.6,0.347,0.5,1,0,9.3,0,17.5,0,0,21.5,0,0,0,0.247,2013
Jessica Moore,WAS,F-C,2,8,-13.4,0,0,0,0,14.4,0,0,0,50,11.1,-0.1,0,-0.1,-0.258,2013
Chante Black,SAS,C,1,10,1.8,0.5,0,0,10.8,11.7,0,0,7.9,50,18.2,-0.1,0,-0.1,-0.206,2013
Becky Hammon,SAS,G,1,12,-8.1,0.333,0.333,0,0,4.9,14.1,0,0,50,22.7,-0.1,0,-0.1,-0.415,2013
Danielle Adams,SAS,F-C,34,700,17.4,0.507,0.383,0.238,7,12.4,8.8,1.7,2.7,10.5,27.3,1.1,0.5,1.6,0.093,2014
Jayne Appel-Marinelli,SAS,C,34,843,13.6,0.561,0.008,0.331,9.2,19.8,13.7,1,2.8,24,10.8,1.2,0.9,2.1,0.101,2014
Mistie Bass,PHO,F,34,493,13.9,0.548,0,0.421,10.7,13.2,5.6,1.7,1.9,15.1,15.2,0.9,0.9,1.8,0.15,2014
Alex Bentley,CON,G,34,872,16.1,0.491,0.239,0.122,0.9,4,27.9,2.6,0.3,13.8,24.6,1.4,0.8,2.2,0.102,2014
Kelsey Bone,CON,C,34,793,13.2,0.477,0.01,0.214,8.1,13.7,10.7,1.5,1.6,16.8,22,0.1,1,1.1,0.058,2014
DeWanna Bonner,PHO,G-F,34,994,16.5,0.55,0.306,0.324,4.5,8.3,12.5,2.6,1.1,12.8,17.5,2.1,1.8,3.9,0.159,2014
Tina Charles,NYL,C,34,1119,22.4,0.509,0,0.307,9.3,16.8,14,2.1,2.1,11.7,27,2.2,2.3,4.4,0.159,2014
Karima Christmas-Kelly,IND,G-F,34,736,13.2,0.487,0.348,0.468,7.8,10.4,7,2.2,1,9.4,16.8,1.4,0.8,2.2,0.119,2014
Alysha Clark,SEA,F,34,561,9.6,0.525,0.456,0.184,6.1,8.6,6.5,1.6,1.4,15.1,14,0.4,0.4,0.7,0.052,2014
Marissa Coleman,IND,G-F,34,815,13.3,0.511,0.417,0.221,4.2,8.7,8.6,1.8,1.1,11.9,19.2,1.3,0.8,2,0.1,2014
Anna Cruz,NYL,G,34,922,12.8,0.517,0.208,0.165,1.8,7.5,23.3,2.5,0.8,22.1,16.2,0.2,1.4,1.6,0.07,2014
Monique Currie,WAS,F,34,804,15.6,0.519,0.317,0.534,4.5,11.6,11.8,2.4,0.5,13.2,21.6,1.5,1.6,3.1,0.155,2014
Skylar Diggins-Smith,TUL,G,34,1192,21.3,0.53,0.212,0.404,2.3,4.3,26.8,2.2,1.3,13.1,27.3,4.4,-0.2,4.2,0.14,2014
Stefanie Dolson,WAS,C,34,627,12.6,0.528,0.017,0.209,6.1,14.1,12.5,1,4.4,23.1,18.6,0,1.3,1.3,0.083,2014
Candice Dupree,PHO,F,34,1062,21.1,0.571,0,0.218,5,14.4,13.3,1.4,1.2,10,21.3,3.3,2.2,5.5,0.209,2014
Jamierra Faulkner,CHI,G,34,694,11.6,0.449,0.185,0.279,1.9,5.7,30.1,2.5,0.6,21.4,24.8,-0.8,0.6,-0.2,-0.014,2014
Sasha Goodlett,CHI,C,34,440,10.2,0.505,0,0.371,7.2,10.2,4.1,1.3,2.9,15.7,13.9,0.3,0.4,0.7,0.061,2014
Brittney Griner,PHO,C,34,1045,25.5,0.617,0,0.306,7.7,15.4,9.6,1.1,9,13.1,22.3,3.9,2.9,6.8,0.259,2014
Sandrine Gruda,LAS,F-C,34,409,8.6,0.435,0,0.3,11.9,15.4,7.4,1.7,1,23.4,21.5,-0.8,0.5,-0.3,-0.029,2014
Bria Hartley,WAS,G,34,921,10.2,0.482,0.331,0.269,2.5,4.6,20.7,1.4,0.2,19.9,21.5,-0.1,0.9,0.7,0.032,2014
Tianna Hawkins,WAS,F,34,360,15.4,0.534,0.143,0.269,16.8,17,9.1,2.1,1.4,19.9,21.5,0.5,0.7,1.2,0.129,2014
Tiffany Hayes,ATL,G,34,966,17.8,0.589,0.365,0.476,3.6,6,14.9,1.8,0.7,9.7,18.3,3.8,1.2,4.9,0.204,2014
Aneika Henry-Morello,ATL,F-C,34,435,14.9,0.606,0,0.336,12.2,15.1,3.5,0.8,4.1,20.2,15.6,0.7,0.7,1.5,0.135,2014
Roneeka Hodges,TUL,G,34,720,8.2,0.455,0.605,0.157,2.9,4.9,10.2,1.2,0.5,9.2,13.3,0.8,-0.4,0.4,0.021,2014
Jordan Hooper,TUL,F,34,646,9.1,0.489,0.729,0.109,4,7.4,4.7,1,0.8,12.2,15.6,0.5,-0.3,0.3,0.017,2014
Natasha Howard,IND,F,34,576,13.3,0.471,0.005,0.312,11,11.4,7.5,2.4,3.3,17.1,24.4,-0.2,0.8,0.6,0.041,2014
Temeka Johnson,SEA,G,34,578,13.6,0.453,0.248,0.188,1.8,8.3,36.3,2.3,0.3,19.5,23.2,-0.2,0.5,0.3,0.024,2014
Jennifer Lacy,TUL,F,34,357,6,0.477,0.532,0.279,5.6,8.3,5,0.9,0.9,18.3,18.7,-0.1,-0.1,-0.3,-0.029,2014
Crystal Langhorne,SEA,F,34,983,18.7,0.598,0.01,0.362,7.7,17,7.4,1.2,1,15.7,21.8,2.1,1.1,3.2,0.128,2014
Ivory Latta,WAS,G,34,1079,14.5,0.554,0.607,0.254,1.9,4.5,19,1.2,0.1,14.4,19.8,2.5,0.9,3.5,0.129,2014
Jantel Lavender,LAS,C,34,963,17.1,0.56,0.015,0.206,8.3,13.6,9.3,0.9,2.2,15.5,20.2,1.7,1.1,2.8,0.117,2014
Sancho Lyttle,ATL,F,34,1064,18.7,0.487,0.028,0.205,8.9,16.3,13.4,3.5,1.5,10.3,19.1,1.9,2.8,4.7,0.175,2014
Kayla McBride,SAS,G,34,884,17.4,0.527,0.38,0.24,2.9,5.5,12.2,2,0.4,9.1,24.3,2,0.2,2.2,0.099,2014
Janel McCarville,MIN,F-C,34,920,14.5,0.514,0.103,0.278,5.3,10.6,17.3,2.3,2.5,18.1,16,1,1.4,2.5,0.107,2014
Emma Meesseman,WAS,C,34,931,20.2,0.56,0.007,0.196,10.6,13.9,17.8,2.8,2.7,16.7,18.3,2.4,2.1,4.5,0.192,2014
Alex Montgomery,NYL,G-F,34,745,8.8,0.503,0.38,0.094,5.5,10.5,7.8,1.7,0.6,18,13.4,0.1,1,1.1,0.061,2014
Maya Moore,MIN,F,34,1181,29.4,0.586,0.302,0.295,7.8,13.9,18.6,2.8,1.9,10.4,30.1,6.2,2.2,8.3,0.283,2014
Courtney Paris,TUL,C,34,940,20.3,0.573,0,0.293,16.2,21.8,6.8,1.6,2.9,11.6,14.4,3.2,0.7,3.9,0.166,2014
Cappie Pondexter,NYL,G,34,1052,14.1,0.473,0.2,0.323,2.5,6.4,23.7,1.7,0.3,15.8,24.6,0.1,1.1,1.3,0.048,2014
Armintie Herrington,LAS,G,34,789,10.5,0.484,0.008,0.285,6.3,7.3,12.5,3.4,0.6,19.3,9.9,0.5,1,1.5,0.076,2014
Allie Quigley,CHI,G,34,842,14.4,0.544,0.327,0.179,2,5.1,14.4,1.4,0.6,15.1,22.3,1.1,0.4,1.5,0.069,2014
Sugar Rodgers,NYL,G,34,564,11.4,0.452,0.407,0.24,2.9,7.3,14.1,2.2,1.4,12.8,21.1,-0.1,0.8,0.7,0.049,2014
Tierra Ruffin-Pratt,WAS,G,34,550,10.8,0.444,0.13,0.286,5.8,10.7,13.7,2.4,0.5,14.3,17.1,0.1,1,1.1,0.079,2014
Shoni Schimmel,ATL,G,34,725,12.2,0.488,0.558,0.09,2.8,6,28.5,1.8,0.3,22.3,22,0,0.9,0.8,0.047,2014
Odyssey Sims,TUL,G,34,1169,17.8,0.51,0.275,0.289,2.7,4.8,21.9,2,0.6,11.3,23.6,3.4,-0.3,3.1,0.107,2014
Alyssa Thomas,CON,F,34,927,14.6,0.502,0.021,0.395,7.7,11.2,9.5,2,0.5,14.5,18.8,1.4,1,2.4,0.102,2014
Jasmine Thomas,ATL,G,34,594,6.7,0.395,0.249,0.222,3.4,6.7,14.4,1.4,0.7,15.5,17.7,-0.6,0.7,0.1,0.006,2014
Lindsay Whalen,MIN,G,34,1040,20.4,0.541,0.027,0.405,2.6,8.1,29.9,1.5,0.2,12.3,22.3,3.6,0.9,4.5,0.174,2014
Tan White,MIN,G,34,604,9.1,0.491,0.413,0.144,2.3,6.1,9.4,2.6,0.7,15.4,15.3,0.1,0.7,0.8,0.051,2014
Sophia Young-Malcolm,SAS,F,34,823,16.2,0.502,0.016,0.298,8.8,11.8,11,2.4,0.6,8.6,17.2,1.8,0.5,2.3,0.111,2014
Tamera Young,CHI,F,34,937,9.2,0.456,0,0.239,4.8,10.6,7.3,1.3,0.4,9.8,13.5,0.4,0.8,1.2,0.049,2014
Shavonte Zellous,IND,G,34,931,13.4,0.508,0.257,0.348,2.9,6.4,14.8,1.4,1.4,13,21,1.6,0.7,2.2,0.095,2014
Kayla Alexander,SAS,C,33,298,10.6,0.513,0,0.408,10.6,13.7,3.3,0.7,2.6,19.7,17.5,0.2,0.1,0.3,0.036,2014
Vicki Baugh,TUL,F-C,33,266,16.5,0.624,0,0.393,15.1,21.1,3.1,2.2,2,19.6,13.5,0.7,0.2,0.9,0.143,2014
Alana Beard,LAS,G-F,33,913,11.2,0.506,0.109,0.183,2.5,5.8,14.8,2.1,1.3,17.5,16.9,0.3,0.9,1.2,0.054,2014
Sue Bird,SEA,G,33,963,12.6,0.484,0.338,0.195,0.8,5,26.7,1.5,0.1,17.1,22.4,0.1,0.3,0.4,0.018,2014
Courtney Clements,CHI,G,33,376,8.3,0.422,0.232,0.121,4.5,8.4,9.6,1.7,0.4,11.1,14.2,0,0.3,0.2,0.025,2014
Erika de Souza,ATL,F-C,33,986,21,0.574,0,0.29,11.1,16.5,7.2,1.9,3.7,12.8,19.8,2.9,2.2,5,0.204,2014
Glory Johnson,TUL,F,33,1070,18,0.521,0.008,0.475,9.9,16.8,7.6,2.2,0.9,15.7,22.6,2,0.6,2.6,0.099,2014
Erlana Larkins,IND,F,33,1044,20.3,0.637,0,0.493,11.5,18.4,14.9,3.3,2.1,22.7,14.4,2.9,2.2,5.1,0.196,2014
Camille Little,SEA,F,33,1017,14.8,0.553,0.245,0.408,5.2,9.3,10.3,1.8,1.1,17.2,22.5,1.1,0.8,1.9,0.076,2014
Renee Montgomery,CON,G,33,536,13.4,0.49,0.507,0.191,1.1,2.8,25.5,2,0.3,16.3,22.1,0.7,0.3,1,0.074,2014
Nneka Ogwumike,LAS,F,33,911,24.5,0.582,0.026,0.321,8.8,15.8,10.2,3.3,1.4,13.2,25.9,3.1,1.8,4.9,0.217,2014
Erin Phillips,PHO,G,33,617,12.9,0.59,0.531,0.218,2.1,5.2,17.6,1.9,0.1,19.5,15.3,1.1,0.8,1.9,0.125,2014
Plenette Pierson,NYL,F,33,573,14.5,0.552,0.017,0.523,6.2,10.6,12.2,1.3,0.5,17.5,21.1,1,0.7,1.7,0.116,2014
Danielle Robinson,SAS,G,33,1091,17,0.525,0.019,0.283,2.4,6.5,28.4,2.7,0.4,16.3,20.7,2.3,0.6,2.9,0.108,2014
Shekinna Stricklen,SEA,F-G,33,578,13.7,0.563,0.61,0.13,2.1,7.9,7.9,1.9,0.4,11.3,20.4,0.8,0.4,1.2,0.082,2014
Diana Taurasi,PHO,G,33,1018,21.2,0.604,0.451,0.401,1.3,7.3,30.4,1.1,0.7,16.4,24.6,4.2,1.4,5.6,0.222,2014
Penny Taylor,PHO,F,33,773,20.6,0.61,0.353,0.441,2.3,7.9,21.4,2.7,1.4,16.7,20.8,2.6,1.5,4.1,0.214,2014
Kia Vaughn,WAS,C,33,795,15,0.473,0.007,0.139,9.3,15.4,9.7,2.1,1.4,13.1,21.1,0.4,1.7,2,0.103,2014
Jessica Breland,CHI,F,32,849,16.1,0.491,0.01,0.184,9,14.9,13.1,1.8,5,18.1,20.8,0.1,1.5,1.6,0.076,2014
Katie Douglas,CON,G-F,32,1040,12.8,0.5,0.476,0.282,2.7,6.1,11.3,1.5,1,14.5,20.5,1.3,0.8,2.1,0.08,2014
Becky Hammon,SAS,G,32,784,14.3,0.566,0.541,0.161,0.4,3.5,28.8,0.9,0.4,18.5,17,1.7,-0.2,1.6,0.08,2014
Anete Jekabsone-Zogota,PHO,G,32,341,4,0.429,0.505,0.103,0.8,3,13,0.8,0,19.1,17.3,-0.5,0.3,-0.2,-0.028,2014
Noelle Quinn,SEA,G,32,483,12.1,0.462,0.256,0.207,3.8,11,16,1.9,0.5,12,15.3,0.3,0.4,0.8,0.063,2014
Swin Cash,TOT,F,32,389,4.7,0.372,0.176,0.361,4.2,9,13.8,1.6,1,21.9,18.4,-1,0.5,-0.5,-0.05,2014
Shameka Christon,SAS,G,31,338,9.8,0.497,0.757,0.14,3.1,7.3,3,1.1,0.9,6.6,16.8,0.3,0,0.4,0.046,2014
Kelsey Griffin,CON,F,31,594,12.2,0.391,0.189,0.214,11,16,6.7,3.4,2,10.3,14.3,0.2,1.2,1.4,0.091,2014
Lindsey Harding,LAS,G,31,705,8.5,0.39,0.105,0.2,2.4,4.8,21.3,2.4,0.1,16.5,17.8,-0.8,0.6,-0.1,-0.008,2014
Briann January,IND,G,31,895,13.1,0.508,0.333,0.266,1.6,3.5,24.2,2.3,0.8,18.4,20,1.1,0.7,1.7,0.077,2014
Lynetta Kizer,IND,F,31,280,11.1,0.45,0,0.171,12.6,17,1.5,1.7,2.4,15.9,26,-0.3,0.4,0.1,0.013,2014
Angel McCoughtry,ATL,F-G,31,972,19.7,0.51,0.214,0.33,6.1,9.5,21.8,3.8,1,17.1,29.9,1.3,2.1,3.4,0.138,2014
Chiney Ogwumike,CON,F,31,921,23.7,0.57,0,0.348,14.9,17.1,4.3,2,3.1,12.3,22.8,3.4,1.5,4.9,0.213,2014
Kayla Pedersen,CON,F,31,310,6.5,0.439,0,0.5,8.4,13.9,4.8,1.2,1,23.8,9.5,-0.1,0.3,0.3,0.032,2014
Damiris Dantas,MIN,F,30,655,13.9,0.562,0.007,0.36,8.9,13.8,8.2,1.2,1.3,13,13,1.5,0.8,2.3,0.139,2014
Shenise Johnson,SAS,G,30,537,14.8,0.488,0.253,0.206,6.6,11.4,13.6,2.9,0.4,14.7,18.9,0.5,0.4,0.9,0.068,2014
Maggie Lucas,IND,G,30,310,11.1,0.491,0.637,0.225,1.2,5.3,11.8,1.4,1.3,8.9,18.4,0.5,0.2,0.8,0.098,2014
Candace Parker,LAS,F,30,995,26.1,0.55,0.134,0.338,3.5,13.3,24,2.8,3.3,12.8,28,3.2,2,5.2,0.211,2014
Layshia Clarendon,IND,G,29,398,9.1,0.456,0.156,0.197,3.7,6.7,16,1.5,0,17.4,18.7,-0.1,0.2,0.1,0.014,2014
Markeisha Gatling,CHI,C,29,319,12.5,0.669,0,0.31,8.8,12.5,0.6,0.5,3,19.9,14.4,0.6,0.3,0.9,0.115,2014
Jenna O'Hea,SEA,F,29,389,13.5,0.577,0.615,0.085,4.8,6.5,14.8,1.7,1.9,16.5,18.4,0.6,0.2,0.8,0.086,2014
Tanisha Wright,SEA,G,29,740,11.9,0.505,0.094,0.432,2.5,6.1,25.6,2,0.4,21.1,19.3,0.4,0.4,0.8,0.046,2014
Celine Dumerc,ATL,G,28,527,8.4,0.42,0.547,0.379,3.4,6.1,30.8,2.9,0.3,34.4,13.7,-0.5,0.8,0.3,0.023,2014
Angel Goodrich,TUL,G,28,181,5.7,0.535,0.083,0.292,1.2,3.3,19.2,2.3,0,42.5,11.4,-0.2,-0.1,-0.3,-0.066,2014
Kara Lawson,WAS,G,28,610,12,0.501,0.473,0.17,2.2,7.9,20.1,0.7,0.1,15.2,17.6,0.8,0.6,1.4,0.092,2014
Devereaux Peters,MIN,F,28,504,12.5,0.468,0,0.156,7.8,12.2,14.2,2.3,4.5,18.7,14.6,0.2,0.9,1.1,0.089,2014
Avery Warley-Talbert,NYL,C,28,443,10.2,0.546,0,0.319,12.2,14,1.6,1.2,1.8,20.7,14,0.4,0.6,1,0.087,2014
Shay Murphy,PHO,G,27,326,15.8,0.517,0.337,0.261,6.3,8.2,14.3,2.9,0.4,7.2,16,0.9,0.6,1.4,0.177,2014
Kristi Toliver,LAS,G,27,770,16.6,0.565,0.45,0.196,1.3,4.6,23.9,2,0.1,14,19.5,2,0.6,2.6,0.136,2014
Essence Carson,NYL,F-G,26,365,5.9,0.417,0.242,0.121,2.9,6.9,10.7,1.3,0.9,20,16.4,-0.6,0.4,-0.3,-0.028,2014
Nicole Powell,SEA,F,26,339,5.6,0.384,0.754,0.13,4.7,9.2,3.5,3.3,0.7,13.1,12.2,-0.4,0.4,0,-0.001,2014
Epiphanny Prince,CHI,G,26,840,18.7,0.518,0.305,0.402,2.3,5.3,21.2,3,1,10.9,23,2.2,0.9,3,0.143,2014
Kelly Faris,CON,G,25,192,4.2,0.374,0.455,0.303,3.5,9,6.9,0.8,0.8,15.8,10.1,-0.1,0.1,0,0.007,2014
Tricia Liston,MIN,F,25,181,11.6,0.567,0.667,0.133,2.1,9.2,6.5,0.3,1.3,5.9,12.9,0.4,0.1,0.5,0.114,2014
Angel Robinson,SEA,F-C,25,179,11,0.608,0,0.25,8.1,13.3,7.5,1.8,3.6,30,17.5,0,0.2,0.2,0.043,2014
Matee Ajavon,ATL,G,24,220,3.3,0.389,0.167,0.537,5.1,4.7,10.8,2.5,0.4,24.8,17.3,-0.5,0.3,-0.2,-0.041,2014
Seimone Augustus,MIN,G,24,749,18.4,0.556,0.108,0.156,2.2,6.9,14.1,0.7,0.2,9.9,24.3,1.9,0.4,2.3,0.122,2014
Shanece McKinney,NYL,C-F,24,164,10.8,0.453,0,0.632,12.9,12.2,7.3,0.6,1.9,11,15.3,0.2,0.2,0.3,0.077,2014
Monica Wright,MIN,G,24,441,10.5,0.491,0.145,0.339,1.7,7,17.2,2,1.5,20.2,18.6,-0.1,0.5,0.5,0.042,2014
Sydney Carter,IND,G,23,287,4,0.39,0.3,0.388,2.5,4.6,18.1,1.5,0.9,26.1,20.4,-0.8,0.2,-0.7,-0.096,2014
Jia Perkins,SAS,G,23,520,22,0.555,0.393,0.157,2.5,6.2,14.4,3.5,0.8,7.8,25.2,1.6,0.4,2,0.157,2014
Asia Taylor,MIN,G,22,173,10.1,0.593,0,0.6,8.8,10.3,8.8,1.2,0,24,17.7,0.2,0.1,0.4,0.083,2014
Krystal Thomas,IND,C,21,176,13.1,0.536,0,0.424,10.4,16.9,8.2,1.2,7,23.5,13.5,0.1,0.3,0.4,0.094,2014
Amanda Thompson,ATL,F,21,174,10.1,0.436,0,0.333,12.9,14.7,8.6,1.4,4.4,22.5,13.1,0,0.3,0.3,0.075,2014
DeLisha Milton-Jones,TOT,F,21,343,9.3,0.447,0.099,0.207,3.8,8.4,10.8,1.4,2,14.8,20.7,-0.3,0.5,0.2,0.018,2014
Sylvia Fowles,CHI,C,20,596,21,0.603,0,0.449,9.2,19.7,3.4,2.4,5.1,20.2,21.2,1,1.5,2.5,0.165,2014
Kalana Greene,WAS,G,20,78,9.8,0.447,0.133,0.267,0,8.4,2.1,4.9,0,0,10,0.1,0.2,0.3,0.13,2014
Ewelina Kobryn,PHO,C,20,137,3.9,0.361,0.114,0.514,5.7,9.5,3.2,2.3,1.1,12.3,16.8,-0.3,0.3,0,-0.002,2014
Theresa Plaisance,TUL,F,19,89,3.4,0.276,0.25,0.2,7.5,10,8.1,2.3,4.3,12.1,12.2,-0.1,0,-0.1,-0.032,2014
Danielle McCray,CON,F,18,208,-0.3,0.282,0.107,0.25,4.9,7.5,10.3,2.8,0.4,28.7,18.3,-1.1,0.2,-0.9,-0.166,2014
Courtney Vandersloot,CHI,G,18,452,12.6,0.482,0.205,0.205,2.1,5,37,2.4,1.1,26.9,17.6,0,0.4,0.4,0.033,2014
Farhiya Abdi,LAS,F,17,142,5.7,0.463,0.159,0.068,2.6,3.9,5.7,0.4,0,11.7,16.5,0,0,0,-0.006,2014
